timestamp,entrance,exit,temp,hum,pEntrance,pExit,pActualVehicule
0 days 00:00:01,24,47,22.069916849539773,49.75523518938906,3,2,195
0 days 00:00:01,30,36,25.221122841687325,49.83765162271042,1,1,65
0 days 00:00:01,40,43,23.021409805039028,52.81554454175614,1,1,237
0 days 00:00:01,2,38,14.45592611631911,40.75653391233739,2,1,422
0 days 00:00:01,7,42,27.033785416801223,41.19783206308968,3,3,139
0 days 00:00:01,19,35,6.336579715778596,48.247988678177066,3,1,330
0 days 00:00:01,6,2,15.819873779161465,34.482624005014635,4,2,184
0 days 00:00:01,48,7,23.38740333730055,60.95939612846857,2,2,81
0 days 00:00:01,41,25,17.14825270024496,66.98399361391608,1,2,352
0 days 00:00:01,17,6,22.371931402750725,59.70976327168583,3,3,70
0 days 00:00:01,28,19,21.186527054673803,53.233027160766206,1,3,314
0 days 00:00:01,10,1,15.427704906495975,47.31949703307368,2,4,397
0 days 00:00:01,46,39,18.651923104761856,47.92044050908011,2,2,382
0 days 00:00:01,35,20,27.452724123256445,67.35848269409318,4,1,373
0 days 00:00:01,25,18,18.743192304657704,63.93223483611843,4,4,284
0 days 00:00:01,20,19,11.350027257498681,58.70918431824451,1,2,402
0 days 00:00:01,49,34,29.161446502935252,36.29938155056392,3,2,114
0 days 00:00:01,37,38,18.291199099345217,40.36629524630116,4,2,74
0 days 00:00:01,4,42,14.978379983882208,51.948409310956286,1,1,272
0 days 00:00:01,30,21,17.01916534617409,62.147243865333245,1,4,451
0 days 00:00:01,18,21,11.688110743153239,48.27535475839242,2,2,450
0 days 00:00:01,28,35,17.446348417594603,46.12723678485048,1,3,282
0 days 00:00:01,46,38,13.288132446776029,53.77946169216493,3,4,431
0 days 00:00:01,23,29,26.795266755046054,40.18192852659038,1,1,148
0 days 00:00:01,17,40,27.268719441502846,56.460553199320984,1,1,306
0 days 00:00:01,42,16,25.21813709643262,49.67413760995851,2,3,479
0 days 00:00:01,44,17,14.005495225756318,64.51222804462117,3,3,18
0 days 00:00:01,3,9,18.90360184639433,48.96857866041197,2,1,216
0 days 00:00:01,22,36,20.64836284447891,58.58976622896836,2,4,284
0 days 00:00:01,43,13,28.620336517712392,44.78287153973735,3,3,429
0 days 00:00:01,31,41,18.151182715206588,33.11317689420082,2,4,478
0 days 00:00:01,49,42,24.292823794924555,44.08029478091172,2,4,38
0 days 00:00:01,33,18,21.699746397932696,53.45391397633868,3,4,239
0 days 00:00:01,14,32,16.52200350880816,56.049941088524136,2,2,32
0 days 00:00:01,48,11,18.592952347020674,39.401587383427156,3,3,11
0 days 00:00:01,29,18,20.760706647872787,54.218743728397314,3,4,243
0 days 00:00:01,13,48,18.623102707452084,44.187281727089754,3,4,317
0 days 00:00:01,6,13,23.660828056885265,33.173425048312055,2,3,443
0 days 00:00:01,14,18,17.85226996464486,56.53720500781719,3,2,455
0 days 00:00:01,22,43,15.570499633576603,56.4553380731481,1,2,372
0 days 00:00:01,9,6,19.641277461114726,35.844233337815794,3,3,185
0 days 00:00:01,13,22,25.756399588831133,54.309384531207485,2,1,303
0 days 00:00:01,17,6,25.38602590790363,33.08121841772275,1,4,331
0 days 00:00:01,47,41,16.867712384993744,45.665898522427504,2,4,467
0 days 00:00:01,18,38,23.10968349802869,53.358866955412076,4,1,149
0 days 00:00:01,19,28,22.724343478508043,46.87870943957639,2,4,416
0 days 00:00:01,40,4,20.281717545814388,33.82612645828057,1,1,297
0 days 00:00:01,44,45,27.267977850121596,51.664882632943964,3,3,108
0 days 00:00:01,48,41,21.940802065672038,29.217026075376218,3,1,54
0 days 00:00:01,46,31,22.87991267802849,40.84885778572674,1,2,257
0 days 00:00:01,9,39,21.574589526506188,53.64513289733982,3,1,193
0 days 00:00:01,7,24,23.48401672525581,46.166401760583916,3,1,482
0 days 00:00:01,12,46,20.835222310794062,51.33108066945758,3,4,386
0 days 00:00:01,34,11,14.972853897280322,46.6074710103052,2,4,294
0 days 00:00:01,13,46,28.589135582249035,39.78669685100361,1,2,136
0 days 00:00:01,43,40,18.148102741221283,66.46174952402225,3,1,363
0 days 00:00:01,40,40,21.337720353402588,49.26777916627333,2,4,59
0 days 00:00:01,23,28,18.290610910424828,48.2527479866356,2,3,497
0 days 00:00:01,42,0,15.654298621925523,42.1226651604383,1,3,190
0 days 00:00:01,31,16,28.331712620048275,39.5980086422032,3,2,391
0 days 00:00:01,45,37,20.627292041645585,65.73226372224659,1,1,87
0 days 00:00:01,46,23,23.445143929757254,48.75223998931775,1,3,462
0 days 00:00:01,12,30,11.943802980235363,54.213801684545615,1,2,2
0 days 00:00:01,11,30,24.0878254840886,44.46311065725481,4,4,383
0 days 00:00:01,3,22,22.22542549672037,38.113851120641826,3,1,491
0 days 00:00:01,20,46,16.778748133093476,73.7001469453292,1,3,181
0 days 00:00:01,28,49,19.23916154656996,48.84408573113693,3,1,95
0 days 00:00:01,44,39,13.549264211501333,60.7542413438686,1,3,181
0 days 00:00:01,9,45,12.23192880196292,69.72049399484987,1,4,31
0 days 00:00:01,22,14,17.83700683230266,47.86013432212373,2,1,458
0 days 00:00:01,28,31,13.15414700949805,49.59388904000991,4,3,386
0 days 00:00:01,4,33,16.66087452393997,46.50308076357549,2,1,470
0 days 00:00:01,20,14,22.337650207054214,41.16186182300764,4,3,100
0 days 00:00:01,47,16,26.249809435105234,53.37596381851684,1,4,20
0 days 00:00:01,29,9,17.724246100816778,54.916978249048505,4,4,195
0 days 00:00:01,24,30,20.671515687357747,42.65802149716213,2,4,206
0 days 00:00:01,22,37,21.039902042989702,52.71136523391902,4,2,118
0 days 00:00:01,18,43,19.35897371222102,35.97478651501066,1,1,292
0 days 00:00:01,21,19,22.260269629591054,35.84522497905398,4,1,299
0 days 00:00:01,47,11,7.631482568417706,52.44169067387054,1,3,225
0 days 00:00:01,13,3,12.345608049980227,55.087143909634435,4,4,306
0 days 00:00:01,37,4,19.946443841158857,45.15751015469541,4,3,114
0 days 00:00:01,15,24,15.588501052294482,47.49696403703493,1,3,208
0 days 00:00:01,9,4,15.176968158170682,42.577465792841586,3,4,78
0 days 00:00:01,31,37,25.475470673175856,31.68333543211252,3,2,231
0 days 00:00:01,16,40,13.796889942203125,59.65805450339169,2,1,12
0 days 00:00:01,12,23,15.072055061419507,34.1354023962825,3,1,150
0 days 00:00:01,22,48,13.267120644384946,60.73957105960355,1,1,237
0 days 00:00:01,17,39,26.54447901015839,60.36210953824291,4,3,426
0 days 00:00:01,24,25,23.174786983483347,52.350791711333805,4,2,385
0 days 00:00:01,16,15,13.136169101115428,47.98093910282873,3,1,189
0 days 00:00:01,5,7,24.445550736118754,62.18639247241437,4,4,200
0 days 00:00:01,20,29,11.905862333915728,49.50384682005845,1,1,425
0 days 00:00:01,1,46,21.329376202887975,65.78951178187012,2,1,379
0 days 00:00:01,19,31,19.29850251158167,55.47844446597935,3,1,281
0 days 00:00:01,26,26,18.293061658005826,54.04679984069569,2,2,83
0 days 00:00:01,3,23,24.265140984081462,55.29274293188691,2,3,25
0 days 00:00:01,44,2,28.88231934600645,49.89294459957595,1,3,371
0 days 00:00:01,11,10,22.882699203721476,36.54978749633731,2,3,3
0 days 00:00:01,47,17,15.753899437183936,48.994651406922216,4,3,159
0 days 00:00:01,34,21,10.477879577754496,49.92027523850768,4,4,193
0 days 00:00:01,17,49,17.73189475846533,52.41430961563733,1,3,58
0 days 00:00:01,32,27,18.12646256928141,58.49929582475042,4,2,213
0 days 00:00:01,35,45,21.23767777516539,70.18409225096775,2,3,473
0 days 00:00:01,2,41,25.080476901899644,44.49823343212847,1,2,388
0 days 00:00:01,9,12,20.548225950571606,58.08647126276452,1,2,251
0 days 00:00:01,35,6,26.704107195281207,47.637907721018536,1,2,24
0 days 00:00:01,43,28,14.160559266069345,48.028614619163456,3,3,448
0 days 00:00:01,30,12,19.08768225928411,50.6295423903362,2,3,333
0 days 00:00:01,1,25,13.178596288649997,35.72964722616249,1,1,399
0 days 00:00:01,33,42,18.921183708630295,40.85842111452571,4,4,329
0 days 00:00:01,5,21,22.803681839421046,58.22085951886199,4,2,260
0 days 00:00:01,32,46,16.474287645615252,42.202490937522725,4,4,227
0 days 00:00:01,9,22,19.787222911613544,49.09041927225353,3,1,421
0 days 00:00:01,16,19,23.063132809992943,41.69865344782397,3,1,205
0 days 00:00:01,47,3,9.023340041067778,24.5286673668995,2,2,298
0 days 00:00:01,9,38,22.764983687275606,38.43056560149414,3,1,382
0 days 00:00:01,2,38,18.006608632543422,49.595616668996556,4,1,23
0 days 00:00:01,38,46,24.55255546431341,61.06508861091031,3,3,272
0 days 00:00:01,33,46,27.07252693358659,53.81938002249383,2,2,286
0 days 00:00:01,38,49,17.444324842045884,34.00024534309001,4,1,216
0 days 00:00:01,38,49,21.0852713546145,57.923232561798706,3,3,419
0 days 00:00:01,47,15,18.312929867332965,47.14645799065612,4,3,0
0 days 00:00:01,23,28,13.253496766508412,49.07617470807135,1,1,157
0 days 00:00:01,9,19,19.443693245828047,62.847794111783024,1,3,11
0 days 00:00:01,21,18,25.653188226696045,51.45720631088092,1,2,490
0 days 00:00:01,19,42,19.12125176928076,51.64344663750696,4,2,369
0 days 00:00:01,38,28,16.545735363194098,56.814953623504685,1,1,87
0 days 00:00:01,29,42,27.285361535575863,44.59312594204482,2,2,449
0 days 00:00:01,23,9,25.467916807212184,56.785051770828424,4,1,207
0 days 00:00:01,46,3,14.167869938628579,56.23374072287202,4,2,103
0 days 00:00:01,30,6,24.424397918420055,43.568004718602324,3,1,272
0 days 00:00:01,14,18,17.826333586523912,60.694274602837524,4,4,126
0 days 00:00:01,44,26,16.713124205399485,54.82652665326905,1,1,403
0 days 00:00:01,16,40,21.300532316833372,42.41771142760986,1,3,430
0 days 00:00:01,4,40,21.783287005434595,64.46783808115518,2,1,437
0 days 00:00:01,14,25,20.383521986507514,59.55123480797371,1,3,105
0 days 00:00:01,8,10,12.973286941979573,53.378809920494135,3,4,369
0 days 00:00:01,1,43,12.394690879770355,49.22625941420823,4,4,463
0 days 00:00:01,23,40,11.35725182147253,44.90695413629705,1,2,238
0 days 00:00:01,22,22,13.3254084314693,58.713772482701636,2,3,261
0 days 00:00:01,4,13,21.42966763626209,49.551242479470005,2,3,186
0 days 00:00:01,20,32,32.911848282887405,43.9892159057933,2,4,105
0 days 00:00:01,9,40,15.701060332042115,30.433017010606562,4,2,496
0 days 00:00:01,23,3,22.914900007344418,48.934874412274546,4,3,479
0 days 00:00:01,14,11,21.609615452251727,59.59754573932348,3,4,254
0 days 00:00:01,19,34,9.035684975895768,38.32255853576672,4,4,42
0 days 00:00:01,32,0,27.508356327964222,49.26236194696514,1,2,371
0 days 00:00:01,46,31,23.93241250890806,57.60242707198396,2,2,281
0 days 00:00:01,47,1,16.506955519592097,64.48946393144074,3,3,247
0 days 00:00:01,10,32,18.207006108611672,60.29589848664794,1,4,317
0 days 00:00:01,22,10,22.92936257217202,52.39777732334299,3,3,334
0 days 00:00:01,39,38,19.989490101357166,49.68241667207963,2,1,303
0 days 00:00:01,47,45,20.55948064490992,61.50125371938717,1,1,24
0 days 00:00:01,37,36,21.969567211233066,61.03592468320167,3,4,356
0 days 00:00:01,23,39,21.70484970493843,48.679818054920034,1,1,375
0 days 00:00:01,6,35,14.602948392683233,42.57314719200227,2,3,0
0 days 00:00:01,48,16,23.75888747440051,37.92777559524963,1,3,365
0 days 00:00:01,8,33,24.651147402457088,46.95142720102387,2,3,139
0 days 00:00:01,12,25,16.81405526522219,54.550156076684154,1,3,466
0 days 00:00:01,0,48,27.445219464195908,52.160163083966324,3,4,146
0 days 00:00:01,39,23,23.649220105120314,49.96175779872783,4,2,256
0 days 00:00:01,21,34,21.497138304108677,55.76570825924604,2,4,342
0 days 00:00:01,6,46,22.91323052810273,50.93865266727857,2,1,446
0 days 00:00:01,33,43,13.47642397487069,64.24442672895977,3,3,48
0 days 00:00:01,38,26,15.84758349380267,38.794513141738776,1,3,456
0 days 00:00:01,28,20,22.17872005961742,28.916828612579373,4,1,417
0 days 00:00:01,10,40,12.118517686498826,52.04900541222127,3,2,136
0 days 00:00:01,48,29,18.71407354271475,51.542578393210654,3,1,241
0 days 00:00:01,27,39,14.493817106790129,32.38030307602779,3,1,310
0 days 00:00:01,35,36,25.236936825076096,47.612891431893196,3,3,28
0 days 00:00:01,39,1,21.419941794466226,56.2530567944022,1,4,8
0 days 00:00:01,40,21,20.239891535992957,39.0183044610815,4,4,425
0 days 00:00:01,15,17,13.82952106618665,38.58496208076506,1,1,279
0 days 00:00:01,43,39,11.83834409095838,58.67628637440049,3,1,326
0 days 00:00:01,15,27,13.66100516510808,46.75625516725594,1,2,24
0 days 00:00:01,24,3,11.265717376358,46.38426486843622,4,1,147
0 days 00:00:01,32,5,15.457092997759023,64.20362635606682,3,2,455
0 days 00:00:01,38,29,21.316915206778994,40.91662326463441,1,3,51
0 days 00:00:01,0,14,17.81338753408857,55.491080387064144,1,4,127
0 days 00:00:01,6,12,23.939098872934956,64.95158815371433,4,4,230
0 days 00:00:01,5,8,23.068966991971536,61.795879532978866,3,1,198
0 days 00:00:01,19,46,12.444088170347394,54.32028297666073,3,3,179
0 days 00:00:01,49,15,16.96821494525386,64.02314439673687,3,2,333
0 days 00:00:01,2,25,13.114885954867143,46.47464409274617,4,1,106
0 days 00:00:01,17,17,17.95905278914914,53.8767931924753,4,1,198
0 days 00:00:01,28,18,23.637580850343817,53.585699862703954,3,3,453
0 days 00:00:01,6,8,20.711222871327923,47.90437122852538,3,1,492
0 days 00:00:01,22,42,17.803062521284275,60.22356369704175,2,2,380
0 days 00:00:01,28,31,13.266626404198803,44.68268621804175,2,3,464
0 days 00:00:01,6,0,20.79209532377395,53.91294592473046,1,2,360
0 days 00:00:01,43,1,21.99130091100109,56.697328039384395,4,4,364
0 days 00:00:01,12,19,11.564793282114596,63.59330695009113,2,3,294
0 days 00:00:01,23,7,18.145737082072834,55.69193152584269,4,4,255
0 days 00:00:01,42,24,18.13363188776153,55.332407813866084,2,3,159
0 days 00:00:01,15,42,25.033977802977372,34.44329411093145,3,2,114
0 days 00:00:01,4,9,7.777799077168183,44.12187809574932,4,4,143
